ax,ay,az,vx,vy,vz,roll,pitch,yaw,height_sonar,height_baro,battery,mission_time,target_altitude
-0.15,0.07,-9.950000000000001,0.0,0.0,0.0,0,0,127,2.02,-1.3006,44,1760035808.187242,0.02
0.25,-0.1,-9.790000000000001,0.0,0.0,0.0,0,0,127,2.0100000000000002,-1.3006,44,1760035808.2872498,0.02
-0.01,0.09,-9.84,0.0,0.0,0.0,0,0,127,2.0100000000000002,-1.301,44,1760035808.3872588,0.02
0.4,-0.22,-9.57,0.0,0.0,0.0,0,0,127,1.99,-1.3011000000000001,44,1760035808.4872692,0.02
0.19,-0.02,-10.06,0.0,0.0,0.01,0,0,127,1.97,-1.3009000000000002,44,1760035808.587274,0.02
-0.25,0.19,-10.32,0.0,0.0,0.01,0,0,127,1.98,-1.3008000000000002,44,1760035808.687281,0.02
-0.23,0.1,-9.98,0.0,0.0,0.0,0,0,127,1.96,-1.3012000000000001,44,1760035808.7872908,0.02
-0.09,0.03,-10.24,0.0,0.0,0.0,0,0,127,1.94,-1.3009000000000002,44,1760035808.8872929,0.02
0.26,-0.08,-9.94,0.0,0.0,0.0,0,0,127,1.94,-1.3012000000000001,44,1760035808.987307,0.02
0.12,0.0,-9.950000000000001,0.0,0.0,0.0,0,0,127,1.92,-1.3018,44,1760035809.08734,0.02
0.01,0.07,-10.01,0.0,0.0,0.0,0,0,127,1.92,-1.3014,44,1760035809.187354,0.02
-0.12,0.18,-10.01,0.0,0.0,0.0,0,0,127,1.9000000000000001,-1.3014,44,1760035809.2873669,0.02
-0.36,0.24,-10.15,0.0,0.0,0.0,0,0,127,1.8900000000000001,-1.3014,44,1760035809.387382,0.02
0.33,-0.27,-9.97,0.0,0.0,0.0,0,0,127,1.8800000000000001,-1.3024000000000002,44,1760035809.487395,0.02
0.31,-0.13,-10.19,0.0,0.0,0.0,0,0,127,1.87,-1.3015,44,1760035809.587411,0.02
