test_distance,sample_num,detected,x_tag,y_tag,z_tag,battery
1.0,0,1,0.10855386396503851,-0.21634465419191015,0.9721394535100127,57
1.0,1,1,0.10932898697701551,-0.2080347993287822,0.9720689504615979,57
1.0,2,1,0.11125586527128556,-0.20376667399075962,0.9730149724981615,57
1.0,3,1,0.11442271530615583,-0.20164454295905457,0.9756452921059531,57
1.0,4,1,0.11663914745148297,-0.20224865694114025,0.977573344301564,57
1.0,5,1,0.1188818869202727,-0.2053107634887948,0.9802217442249936,57
1.0,6,1,0.1224696701130011,-0.21087345848851768,0.9836705985737513,57
1.0,7,1,0.12478178084425662,-0.21602161723644195,0.9859981107955151,57
1.0,8,1,0.1261100416653951,-0.22285441711902845,0.988841531577504,57
1.0,9,1,0.1257316704321877,-0.22854976898315274,0.9917175595020122,57
1.0,10,1,0.12329690988231994,-0.23678806021206408,0.995461568509939,57
1.0,11,1,0.12133854733585263,-0.24420205359210365,0.9995299363434722,57
1.0,12,1,0.12034483290513973,-0.25237431711197394,1.0014558608077153,57
1.0,13,1,0.12087098461084095,-0.26454488994494235,1.0048086425703924,57
1.0,14,1,0.12123717383610626,-0.27241847473694264,1.0075043560357921,57
1.0,15,1,0.12003845555371043,-0.28037333673111525,1.0095759074604485,57
1.0,16,1,0.11761191149677092,-0.2834739805275383,1.0097182795452684,57
1.0,17,1,0.11542983710357724,-0.2851103927637426,1.0109400872758765,57
1.0,18,1,0.11365949326524559,-0.2822019485104662,1.0118656568093867,57
1.0,19,1,0.11409023143239624,-0.27652979247432086,1.012354092406179,57
1.0,20,1,0.11652251660310382,-0.2676260245568036,1.0146052504565024,57
1.0,21,1,0.11919718866585513,-0.2606188332332353,1.0155731293989845,57
1.0,22,1,0.12387938211006078,-0.2503520058087619,1.0187184866953862,57
1.0,23,1,0.12789515771195936,-0.24314354136819802,1.0221912871787096,57
1.0,24,1,0.13295073012323172,-0.23406868936516767,1.0275807491925422,57
1.0,25,1,0.1361424807988997,-0.2269301236370343,1.0322215428185508,57
1.0,26,1,0.14017333359240686,-0.21770817365216946,1.0377661863839303,57
1.0,27,1,0.14204212715633507,-0.21272891678135972,1.0421804525706575,57
1.0,28,1,0.14239091377995372,-0.20729609373633268,1.0479175043563742,57
1.0,29,1,0.1421340758934032,-0.20455326353511644,1.0515736254579442,57
1.0,30,1,0.14143140086411976,-0.2024401542220389,1.054592741178185,57
1.0,31,1,0.14126837614463864,-0.20131686719479847,1.0559076138646908,57
1.0,32,1,0.1416166633063673,-0.20034352017139437,1.059045162458098,57
1.0,33,1,0.1422977895437477,-0.20001823080218856,1.0603311898563739,57
1.0,34,1,0.1438054485937247,-0.1987223567735845,1.0621054196420154,56
1.0,35,1,0.14487536129985865,-0.1976259350797947,1.0633650975592348,56
1.0,36,1,0.14558315045068823,-0.1985754961045592,1.0672650276071407,56
1.0,37,1,0.1456104812944087,-0.2012592887934792,1.0679435321578385,56
1.0,38,1,0.14556495433200628,-0.20750091420372893,1.071321744816433,56
1.0,39,1,0.14237627091224317,-0.22096435619082702,1.0738214323518787,56
1.0,40,1,0.13795620196041006,-0.233600944250123,1.0776815079672226,56
1.0,41,1,0.12981856545137227,-0.250878407801748,1.0761045866008372,56
1.0,42,1,0.12321511993047114,-0.26203798373065623,1.0727760204740333,56
1.0,43,1,0.11370699452421348,-0.27439379773168027,1.0691770529780722,56
1.0,44,1,0.10620483023882828,-0.28159674920657696,1.0651416019212612,56
1.0,45,1,0.09700160502931676,-0.2890499369805236,1.0606546313503116,56
1.0,46,1,0.0913586245286396,-0.29305044992695206,1.0588355790271415,56
1.0,47,1,0.08609011092124179,-0.2974077113229452,1.0561966531502394,56
1.0,48,1,0.08321843851416988,-0.29868349481513945,1.0556560702958473,56
1.0,49,1,0.0808774608236083,-0.3002573744862454,1.0551930403105958,56
1.0,50,1,0.08080114794335075,-0.30048140825627356,1.0555425798684277,56
1.0,51,1,0.08185822373614406,-0.30059236613817497,1.0565618249969415,56
1.0,52,1,0.08418348690638347,-0.30053338360976656,1.0585870770980366,56
1.0,53,1,0.08725842048836177,-0.30066426370376304,1.059408356779389,56
1.0,54,1,0.0933730992758691,-0.303046745833815,1.0593560584599055,56
1.0,55,1,0.09845582827357723,-0.3064477571237325,1.0610363955608648,56
1.0,56,1,0.10444902878141983,-0.31190026970341533,1.0591619785154442,56
1.0,57,1,0.10702941989460499,-0.31586298651765876,1.067425594942611,56
1.0,58,1,0.10833508894685716,-0.31554049495523645,1.0617959463015667,56
1.0,59,1,0.10957694597430247,-0.3151530375327873,1.0634357774470624,56
1.0,60,1,0.10888915173476349,-0.3080604760214738,1.0540908340181971,56
1.0,61,1,0.10599437435978998,-0.30207893758054005,1.0525594064170776,56
1.0,62,1,0.10132551681870682,-0.2899105682555736,1.0489664110299999,56
1.0,63,1,0.09819730343631548,-0.28001194009769625,1.0476147195013787,56
1.0,64,1,0.09573926252702047,-0.26822364170783713,1.0427884676207306,56
1.0,65,1,0.09313257738904597,-0.2529425322340074,1.0423773707579316,56
1.0,66,1,0.09136130807776727,-0.24148342392728286,1.0439537966463928,56
1.0,67,1,0.09056923040052636,-0.22940822439956768,1.0475750556768306,56
1.0,68,1,0.09166938999038322,-0.22260041747891607,1.053118698451214,56
1.0,69,1,0.09350888213795616,-0.21491685597244167,1.056135207301088,55
1.0,70,1,0.09825920507810906,-0.21013007340424722,1.0635922861440466,55
1.0,71,1,0.10307726188278482,-0.20867740013306646,1.0662147615366655,55
1.0,72,1,0.11036245491563125,-0.2088630361253859,1.0669359424819853,55
1.0,73,1,0.1164087394630409,-0.20955527886572708,1.0666716234834157,55
1.0,74,1,0.12531632362212583,-0.21092850333557106,1.0660691328125895,55
1.0,75,1,0.1321488052305819,-0.21129762836300608,1.0632983095986994,55
1.0,76,1,0.1407389529415711,-0.20975561882100166,1.0624258222832965,55
1.0,77,1,0.1462123588376903,-0.20608778952937998,1.0624091218165033,55
1.0,78,1,0.14996852917421183,-0.20057814981779534,1.060793197978288,55
1.0,79,1,0.15224976275641627,-0.19086075819626103,1.0615579194544462,55
1.0,80,1,0.15191106564878643,-0.18230161935084396,1.0609611922727706,55
1.0,81,1,0.15008011223753792,-0.17012596119607712,1.0619982011454348,55
1.0,82,1,0.1481811206992165,-0.1617224269879249,1.064376559549561,55
1.0,83,1,0.145912230506536,-0.15187756756065923,1.0675999930959956,55
1.0,84,1,0.14452537748367086,-0.1475654455954946,1.0696439624179779,55
1.0,85,1,0.1429406276324877,-0.14601209323031214,1.0736692112245916,55
1.0,86,1,0.14199100402146952,-0.15055043876576746,1.0765183932417879,55
1.0,87,1,0.14094533525995617,-0.157777313363799,1.0752857004241503,55
1.0,88,1,0.1404366980162226,-0.17430279607944035,1.0749393348560325,55
1.0,89,1,0.14064659235293728,-0.18246877509451503,1.0738016791476994,55
1.0,90,1,0.14129335559494563,-0.19954676744758582,1.070612807985244,55
1.0,91,1,0.1418664405608825,-0.2123305515752552,1.0657693642800712,55
1.0,92,1,0.1425150083672472,-0.22774099220561692,1.0596303772776468,55
1.0,93,1,0.14180546054392873,-0.23697211213783478,1.0561089757892153,55
1.0,94,1,0.13983427730422346,-0.24376367759314865,1.0543673761115149,55
1.0,95,1,0.1361422403721481,-0.2554751469314021,1.0541284361429815,55
1.0,96,1,0.1334355322588933,-0.2632083014186786,1.0549201578811551,55
1.0,97,1,0.130272042326022,-0.26999841936678987,1.0522204247296494,55
1.0,98,1,0.12823886701471662,-0.2723798335992774,1.051353179081382,55
1.0,99,1,0.12611825568117774,-0.27291876697524253,1.051868637335515,55
1.0,100,1,0.12253133321238413,-0.2744553217819244,1.0510968978469395,55
1.0,101,1,0.11922891308268985,-0.2753872824252381,1.050954495274747,55
1.0,102,1,0.11466858620660064,-0.2756684967551338,1.0495005398002997,55
1.0,103,1,0.11158617117944043,-0.276106140404799,1.0479662229933382,55
1.0,104,1,0.10791385860666922,-0.27525210805544725,1.0461432654118454,55
1.0,105,1,0.10530373978072141,-0.2729992744585787,1.0453858084765617,55
1.0,106,1,0.10223295624373406,-0.269630349919133,1.042664859583896,55
1.0,107,1,0.09903710757849415,-0.26475020329525156,1.0411241716068549,55
1.0,108,1,0.09803606369563708,-0.25967812847489613,1.0377998831152178,55
1.0,109,1,0.09888230568132143,-0.24997457457954256,1.0369537141855982,55
1.0,110,1,0.10091488403718477,-0.24122210694973273,1.0385189600443183,55
1.0,111,1,0.10536263456769746,-0.2274922417090139,1.0386781094790416,55
1.0,112,1,0.10870213983909337,-0.21697386596415283,1.0399703710408168,54
1.0,113,1,0.11151457420519942,-0.20569275275834595,1.0425530379526922,54
1.0,114,1,0.114901492291941,-0.19265206792112696,1.0466994189693342,54
1.0,115,1,0.11712615513856355,-0.1842946898781676,1.0483922229159437,54
1.0,116,1,0.11908125253997531,-0.17868200269488962,1.0506512676553645,54
1.0,117,1,0.11958702110240672,-0.17853800270391057,1.0522858435508187,54
1.0,118,1,0.11856646692210555,-0.18386299322645305,1.0523536877541082,54
1.0,119,1,0.11665967883840125,-0.19101797604119883,1.0523043245274173,54
1.0,120,1,0.11396594536817839,-0.1989494825828518,1.0497255524443485,54
1.0,121,1,0.1115638049187072,-0.21169507222697484,1.0468466476638725,54
1.0,122,1,0.11086916129879515,-0.21937330034915317,1.0412097752209037,54
1.0,123,1,0.1127125403339,-0.22793674965451036,1.0337740784296485,54
1.0,124,1,0.11320802484680009,-0.22968554237370778,1.0328414506457857,54
1.0,125,1,0.1129727960960612,-0.23087960781541683,1.029589909511696,54
1.0,126,1,0.11171995661705235,-0.22906484744124012,1.0281304154535404,54
1.0,127,1,0.10930115696752117,-0.22596403370494714,1.0273235149746778,54
1.0,128,1,0.10706500187162075,-0.222464598484393,1.0257585878418989,54
1.0,129,1,0.10445730378123788,-0.21816162802380282,1.0259399169727257,54
1.0,130,1,0.1026345352718308,-0.21592271700898297,1.0259953250074094,54
1.0,131,1,0.10126162216577483,-0.21567432073586978,1.0280430933234888,54
1.0,132,1,0.09917604113969546,-0.2187931774819667,1.0291708461082005,54
1.0,133,1,0.09717514585629328,-0.22493447137575573,1.030446135568992,54
1.0,134,1,0.09380292372702961,-0.23584563556497065,1.0307097966134988,54
1.0,135,1,0.09089720368375781,-0.24535860104605875,1.0303221374692508,54
1.0,136,1,0.08801963239569938,-0.2558896118577332,1.0294871602673992,54
1.0,137,1,0.08400064363181331,-0.26721843170932325,1.0263857643445715,54
1.0,138,1,0.07990609424035426,-0.2729967595649492,1.0270389742321855,54
1.0,139,1,0.07333993515862522,-0.27716081531159664,1.0288734923347516,54
1.0,140,1,0.06781787893821091,-0.276838446777433,1.0323605658120703,54
1.0,141,1,0.06306029217923743,-0.27486517964817236,1.0369013628006039,54
1.0,142,1,0.05884116547362199,-0.268543483947453,1.04512522091152,54
1.0,143,1,0.05686029460789823,-0.2643819849780296,1.052110255652555,54
1.0,144,1,0.05656839271794799,-0.26245126753687503,1.0593113882753589,54
1.0,145,1,0.057544462337347224,-0.26281158110471137,1.0629711940745088,54
1.0,146,1,0.05973122813795393,-0.26489313317839086,1.0643727668735024,54
1.0,147,1,0.06267105583182621,-0.2684459245622857,1.0625089069812848,54
1.0,148,1,0.06439336603451594,-0.27133883374527323,1.0606415719113225,54
1.0,149,1,0.0656133649130421,-0.2741400202898697,1.059177059254674,54
1.0,150,1,0.06546248605763913,-0.27417000372408223,1.0569393307698174,54
1.0,151,1,0.0649265612067397,-0.27187633328322947,1.0529520812949662,54
1.0,152,1,0.0655453112727537,-0.2686966731928543,1.0481953744564683,54
1.0,153,1,0.06721594993512464,-0.26314320660686846,1.0419306865989737,54
1.0,154,1,0.07047239832043223,-0.2539352620769493,1.0358171085277736,54
1.0,155,1,0.07316640263845482,-0.2458005888213546,1.0321759965772879,54
1.0,156,1,0.07766211284705299,-0.23470535218705488,1.0303506138996057,53
1.0,157,1,0.08167453670560164,-0.22639875940693893,1.0287363814509403,53
1.0,158,1,0.08889454269533517,-0.21770257721441946,1.0291937247834348,53
1.0,159,1,0.09510307987627455,-0.2136176933255693,1.0270456795488683,53
1.0,160,1,0.1019486785592618,-0.209809265255309,1.025548515616169,53
1.0,161,1,0.11116375278482513,-0.21000948618253634,1.0248476179723227,53
1.0,162,1,0.11683977863547247,-0.21477030697239732,1.025418589810084,53
1.0,163,1,0.12162348979173264,-0.22485876109079575,1.0243132949120453,53
1.0,164,1,0.1234542265563555,-0.23484268914350354,1.0239893818912449,53
1.0,165,1,0.12409761676394436,-0.24638495032406285,1.0241597963463867,53
1.0,166,1,0.12365800344306759,-0.26137105985597076,1.0209730767412746,53
1.0,167,1,0.12292113646846038,-0.2746138679877328,1.018896158652372,53
1.0,168,1,0.1220502933583259,-0.2826250630711057,1.0154499460552529,53
1.0,169,1,0.12144567316861049,-0.287843881986449,1.0107641136107497,53
1.0,170,1,0.12073867711288828,-0.2902570982868944,1.0028652318372524,53
1.0,171,1,0.11982393396315298,-0.289051204789624,0.9987401444757313,53
1.0,172,1,0.11834006625982495,-0.28682582315685856,0.9954720365986813,53
1.0,173,1,0.11553268880678087,-0.2818132091624953,0.9932083764424479,53
1.0,174,1,0.11345563396082643,-0.27827652843671585,0.9931488430162805,53
1.0,175,1,0.11065379116463338,-0.276302674944325,0.9928411384898478,53
1.0,176,1,0.10768703077870159,-0.27545391496154764,0.9937515153266925,53
1.0,177,1,0.10439254094976765,-0.2747537645438429,0.9945582189605714,53
1.0,178,1,0.1038358026583552,-0.27583662042470064,0.9941954421151522,53
1.0,179,1,0.10482425917165085,-0.27705870991104065,0.9963544560774492,53
1.0,180,1,0.10523542840854495,-0.2768718964332598,0.9963565522515655,53
1.0,181,1,0.10504112296895876,-0.2748853526165266,0.9961316705818937,53
1.0,182,1,0.10493660051792694,-0.2693156287177319,0.9962572193380512,53
1.0,183,1,0.10631774108344139,-0.2634536779089859,0.9961744300514972,53
1.0,184,1,0.10803460421828316,-0.2564049420904522,0.9963507608182663,53
1.0,185,1,0.10989130086383046,-0.24615387349443918,0.9946883125659524,53
1.0,186,1,0.11088626334952098,-0.23884753045557738,0.9943125083338049,53
1.0,187,1,0.1115881349262544,-0.22875059232925465,0.992084109018636,53
1.0,188,1,0.11137809400339188,-0.2215333028263577,0.9906333517357843,53
1.0,189,1,0.10996760739363987,-0.21352144222121358,0.9915045052716462,53
1.0,190,1,0.10808867875159164,-0.207966353976118,0.9926785216449225,53
1.0,191,1,0.10618355479791772,-0.20354914350057662,0.9955237459755283,53
1.0,192,1,0.10389973006741587,-0.19884960085089032,0.999996683009025,53
1.0,193,1,0.10282033281976062,-0.19748628708724858,1.0035270130396403,53
1.0,194,1,0.10231824545644241,-0.1964996901432905,1.0098980951947165,53
1.0,195,1,0.10319095574619722,-0.20003818528537326,1.0151697454421014,53
1.0,196,1,0.10490453217002975,-0.2041562579521072,1.0153585587533005,53
1.0,197,1,0.10879450899376555,-0.21181858571885506,1.0143110943684122,53
1.0,198,1,0.11250040749634597,-0.2171763706961622,1.010012359658726,53
1.0,199,1,0.11591067175607374,-0.22233897650331655,1.0047397115961623,53
1.0,200,1,0.11972428017938276,-0.22927724194477245,0.9969392200042096,53
1.0,201,1,0.1225370179171688,-0.2331449267944129,0.9900669699146322,53
1.0,202,1,0.1262806190447656,-0.236441019014327,0.9796994626248561,53
1.0,203,1,0.12987670532336903,-0.23960978650949055,0.9733690955132911,53
1.0,204,1,0.13338550151608805,-0.24232824272718922,0.9666460283709641,53
1.0,205,1,0.1378408229330523,-0.2451568693775494,0.9554384515121894,53
1.0,206,1,0.14147010238065683,-0.24703068140346351,0.9471047164245814,53
1.0,207,1,0.14610996399910606,-0.2482580757694534,0.9338391365464149,53
1.0,208,1,0.14937109798231527,-0.24814861410483594,0.9224486066980319,53
1.0,209,1,0.15303581382982903,-0.24598101316798154,0.906272962300047,52
1.0,210,1,0.15519050424708133,-0.24361563056406943,0.893337736868134,52
1.0,211,1,0.15779012076058774,-0.2381808125569932,0.8750189922370789,52
1.0,212,1,0.1596976822627979,-0.233810575032371,0.8638325042999461,52
1.0,213,1,0.16035761852842678,-0.22632443531590352,0.84750807881857,52
1.0,214,1,0.16148909037311995,-0.21647823264963445,0.8344470476438131,52
1.0,215,1,0.16101416600936863,-0.20609236047589566,0.828591162293405,52
1.0,216,1,0.15901676850649604,-0.1906274779251428,0.822967406358895,52
1.0,217,1,0.15672826511969712,-0.17801049860358692,0.8193238175990694,52
1.0,218,1,0.1542623579094771,-0.1650014981645133,0.8172113090967659,52
1.0,219,1,0.15087324195871396,-0.14592211171656416,0.8159626327691731,52
1.0,220,1,0.14806301241591643,-0.13023331412211203,0.8170980502499702,52
1.0,221,1,0.14320187535570914,-0.10637822074929267,0.8206842958194501,52
1.0,222,1,0.1394675641813745,-0.08628744164068018,0.825405278116636,52
1.0,223,1,0.13620599368518238,-0.05840760380779075,0.8339004551122255,52
1.0,224,1,0.13487163480585693,-0.03727680237876985,0.8405374485789976,52
1.0,225,1,0.13430137950402518,-0.01744996343509582,0.8469781945893439,52
1.0,226,1,0.13549597144130168,0.006319059706983907,0.8555715915590717,52
1.0,227,1,0.13664870825224643,0.023554887022870872,0.8619990542352969,52
1.0,228,1,0.13827411327730335,0.04388170404239809,0.8685175349611262,52
1.0,229,1,0.14002192121286225,0.056120010470657754,0.8725393945888499,52
1.0,230,1,0.141919184823776,0.06611693906278504,0.875411176841324,52
1.0,231,1,0.1450069872377621,0.07516958237230535,0.8778879752210564,52
1.0,232,1,0.14724523450296853,0.07794750178958343,0.8778326380521608,52
1.0,233,1,0.150401988708849,0.0765461955078221,0.8771920649120805,52
1.0,234,1,0.1532487421017664,0.0732536180756138,0.8756045774584739,52
1.0,235,1,0.15682238767922912,0.06837950236596628,0.8728462113268466,52
1.0,236,1,0.1625339096603593,0.06000156237115281,0.8675412339186039,52
1.0,237,1,0.1676159370998597,0.05268446442428534,0.8627453920893725,52
1.0,238,1,0.17470057342712972,0.04178722002835531,0.8557853530447609,52
1.0,239,1,0.1796609649393216,0.03220230075404018,0.8496496002201768,52
1.0,240,1,0.18677705789306698,0.0209806230024603,0.8436304046132745,52
1.0,241,1,0.1919025253428217,0.012619455722555992,0.8400175148927627,52
1.0,242,1,0.19587159861387735,0.0037773189862131927,0.8367632411579463,52
1.0,243,1,0.19954575547780593,-0.0070253393774226,0.8329683367640996,52
1.0,244,1,0.20182814994384576,-0.017267875944438165,0.8304895446918118,52
1.0,245,1,0.20400089921592737,-0.03169761515571356,0.8277815631045615,52
1.0,246,1,0.20436768065146513,-0.04750043898884413,0.8236398320377535,52
1.0,247,1,0.20373870954994017,-0.059698743391522195,0.8214015218453046,52
1.0,248,1,0.20171454196026617,-0.07166670302996689,0.8177221327912544,52
1.0,249,1,0.19898165404793905,-0.08335659689309988,0.8157904479355652,52
1.0,250,1,0.19454953048580562,-0.09726926953885622,0.8121681899950252,52
1.0,251,1,0.1906163702155969,-0.1062977390199941,0.8111185627614397,52
1.0,252,1,0.18299283942510608,-0.11620054777244834,0.8117196319162301,52
1.0,253,1,0.1761160878099571,-0.12289531376579423,0.8129030570769625,52
1.0,254,1,0.16627702409275172,-0.1275875850595019,0.8149525682118899,52
1.0,255,1,0.15933830501536178,-0.13155581873400293,0.8170300622500154,52
1.0,256,1,0.15058377250991573,-0.1355748780284245,0.8171307332519834,52
1.0,257,1,0.14467425613685678,-0.13750644547283108,0.8168062969178833,52
1.0,258,1,0.13667423197505196,-0.14105281652858517,0.8170254272845405,52
1.0,259,1,0.13152734246949674,-0.14593263702809,0.8155496346134941,52
1.0,260,1,0.1273417590032239,-0.1531438658857181,0.8135267861024231,52
1.0,261,1,0.12403931288116944,-0.16540407225698803,0.8102175318525158,52
1.0,262,1,0.12299158574628062,-0.17527699137594815,0.8073276018507239,52
1.0,263,1,0.12241975373271205,-0.18963247432964137,0.8038492627960513,52
1.0,264,1,0.12242391880736014,-0.2004766948390919,0.8005061150406566,52
1.0,265,1,0.12324566825325857,-0.21503959315230722,0.799235055245064,52
1.0,266,0,nan,nan,nan,52
1.0,267,0,nan,nan,nan,52
1.0,268,0,nan,nan,nan,52
1.0,269,0,nan,nan,nan,52
1.0,270,0,nan,nan,nan,52
1.0,271,0,nan,nan,nan,52
1.0,272,0,nan,nan,nan,52
1.0,273,0,nan,nan,nan,52
1.0,274,0,nan,nan,nan,52
1.0,275,0,nan,nan,nan,52
1.0,276,0,nan,nan,nan,52
1.0,277,0,nan,nan,nan,52
1.0,278,0,nan,nan,nan,51
1.0,279,0,nan,nan,nan,51
1.0,280,1,0.12450978710284982,-0.2046748152843719,0.7678364993164671,51
1.0,281,1,0.12463425654243439,-0.1859923736603597,0.7558810469842091,51
1.0,282,1,0.12332033949299515,-0.17613375957668478,0.7555940027663794,51
1.0,283,1,0.12222509622842387,-0.16710345733699,0.7545410789674005,51
1.0,284,1,0.12112695281204064,-0.15546250320696847,0.751212598050034,51
1.0,285,1,0.12052211108256598,-0.1467779489942628,0.7496539559492752,51
1.0,286,1,0.11964078192484526,-0.13768911991098434,0.7486023571547106,51
1.0,287,1,0.1184653931284863,-0.12660956658068748,0.7481179148667338,51
1.0,288,1,0.11745385690328247,-0.1193371827020579,0.7484081086194215,51
1.0,289,1,0.11659896221627593,-0.11058475474557622,0.7479431520941994,51
1.0,290,1,0.11632063625634985,-0.10536280984660802,0.7482605908089133,51
1.0,291,1,0.11595624550629634,-0.10039060121798236,0.7475629639890856,51
